t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.2450,1.066424,-0.859736,1.627683,1.066422,-0.859734,1.627681
1.2500,1.068708,-0.861972,1.628489,1.068706,-0.861970,1.628487
1.2550,1.070968,-0.864185,1.629292,1.070965,-0.864183,1.629290
1.2600,1.073203,-0.866376,1.630091,1.073200,-0.866374,1.630089
1.2650,1.075413,-0.868544,1.630887,1.075411,-0.868542,1.630885
1.2700,1.077600,-0.870690,1.631679,1.077598,-0.870688,1.631677
1.2750,1.079763,-0.872814,1.632468,1.079760,-0.872812,1.632466
1.2800,1.081902,-0.874915,1.633253,1.081899,-0.874913,1.633251
1.2850,1.084017,-0.876995,1.634035,1.084015,-0.876993,1.634033
1.2900,1.086109,-0.879052,1.634814,1.086107,-0.879050,1.634812
1.2950,1.088178,-0.881088,1.635589,1.088175,-0.881086,1.635587
1.3000,1.090223,-0.883102,1.636361,1.090221,-0.883100,1.636359
1.3050,1.092245,-0.885094,1.637129,1.092243,-0.885092,1.637127
1.3100,1.094245,-0.887065,1.637895,1.094242,-0.887063,1.637892
1.3150,1.096221,-0.889015,1.638657,1.096219,-0.889013,1.638654
1.3200,1.098175,-0.890943,1.639415,1.098173,-0.890941,1.639413
1.3250,1.100107,-0.892850,1.640171,1.100104,-0.892848,1.640168
1.3300,1.102016,-0.894737,1.640923,1.102013,-0.894734,1.640921
1.3350,1.103903,-0.896602,1.641672,1.103900,-0.896600,1.641670
1.3400,1.105767,-0.898446,1.642418,1.105765,-0.898444,1.642416
1.3450,1.107610,-0.900270,1.643161,1.107607,-0.900268,1.643158
1.3500,1.109431,-0.902073,1.643901,1.109428,-0.902071,1.643898
1.3550,1.111230,-0.903856,1.644637,1.111227,-0.903854,1.644635
1.3600,1.113008,-0.905618,1.645371,1.113005,-0.905616,1.645368
1.3650,1.114764,-0.907360,1.646101,1.114761,-0.907358,1.646098
1.3700,1.116499,-0.909082,1.646828,1.116496,-0.909080,1.646826
1.3750,1.118213,-0.910784,1.647553,1.118210,-0.910781,1.647550
1.3800,1.119905,-0.912466,1.648274,1.119903,-0.912463,1.648271
1.3850,1.121577,-0.914128,1.648992,1.121574,-0.914125,1.648989
1.3900,1.123228,-0.915770,1.649708,1.123225,-0.915767,1.649705
1.3950,1.124858,-0.917392,1.650420,1.124855,-0.917390,1.650417
1.4000,1.126468,-0.918995,1.651129,1.126465,-0.918992,1.651127
1.4050,1.128057,-0.920578,1.651836,1.128054,-0.920576,1.651833
1.4100,1.129626,-0.922142,1.652539,1.129623,-0.922140,1.652537
1.4150,1.131175,-0.923687,1.653240,1.131172,-0.923684,1.653237
1.4200,1.132704,-0.925212,1.653938,1.132701,-0.925210,1.653935
1.4250,1.134213,-0.926719,1.654633,1.134210,-0.926716,1.654630
1.4300,1.135702,-0.928206,1.655325,1.135699,-0.928203,1.655322
1.4350,1.137171,-0.929675,1.656015,1.137168,-0.929672,1.656012
1.4400,1.138621,-0.931124,1.656701,1.138617,-0.931121,1.656698
1.4450,1.140051,-0.932555,1.657385,1.140047,-0.932552,1.657382
1.4500,1.141461,-0.933967,1.658066,1.141458,-0.933964,1.658063
1.4550,1.142853,-0.935361,1.658744,1.142850,-0.935358,1.658741
1.4600,1.144225,-0.936736,1.659420,1.144222,-0.936733,1.659417
1.4650,1.145579,-0.938093,1.660093,1.145575,-0.938090,1.660090
1.4700,1.146913,-0.939431,1.660763,1.146910,-0.939429,1.660760
1.4750,1.148229,-0.940752,1.661431,1.148226,-0.940749,1.661427
1.4800,1.149526,-0.942054,1.662096,1.149523,-0.942051,1.662092
1.4850,1.150804,-0.943338,1.662758,1.150801,-0.943335,1.662754
1.4900,1.152064,-0.944604,1.663417,1.152061,-0.944601,1.663414
1.4950,1.153306,-0.945853,1.664074,1.153302,-0.945850,1.664071
1.5000,1.154529,-0.947083,1.664729,1.154525,-0.947080,1.664725
1.5050,1.155734,-0.948296,1.665380,1.155731,-0.948293,1.665377
1.5100,1.156921,-0.949491,1.666030,1.156918,-0.949488,1.666026
1.5150,1.158090,-0.950669,1.666676,1.158087,-0.950666,1.666673
1.5200,1.159241,-0.951830,1.667320,1.159238,-0.951827,1.667317
1.5250,1.160375,-0.952973,1.667962,1.160371,-0.952970,1.667958
1.5300,1.161491,-0.954098,1.668601,1.161487,-0.954095,1.668597
1.5350,1.162589,-0.955207,1.669238,1.162586,-0.955204,1.669234
1.5400,1.163670,-0.956298,1.669872,1.163667,-0.956295,1.669868
1.5450,1.164734,-0.957373,1.670503,1.164730,-0.957370,1.670500
1.5500,1.165780,-0.958430,1.671132,1.165776,-0.958427,1.671129
1.5550,1.166809,-0.959471,1.671759,1.166806,-0.959467,1.671756
1.5600,1.167821,-0.960494,1.672384,1.167818,-0.960491,1.672380
1.5650,1.168817,-0.961501,1.673005,1.168813,-0.961498,1.673002
1.5700,1.169795,-0.962492,1.673625,1.169791,-0.962489,1.673621
1.5750,1.170757,-0.963466,1.674242,1.170753,-0.963462,1.674238
1.5800,1.171702,-0.964423,1.674857,1.171698,-0.964420,1.674853
1.5850,1.172630,-0.965364,1.675469,1.172626,-0.965361,1.675465
1.5900,1.173542,-0.966289,1.676079,1.173538,-0.966285,1.676075
1.5950,1.174438,-0.967197,1.676687,1.174434,-0.967194,1.676683
1.6000,1.175317,-0.968089,1.677293,1.175313,-0.968086,1.677289
1.6050,1.176180,-0.968965,1.677896,1.176176,-0.968962,1.677892
1.6100,1.177027,-0.969825,1.678496,1.177023,-0.969822,1.678492
1.6150,1.177858,-0.970669,1.679095,1.177854,-0.970666,1.679091
1.6200,1.178673,-0.971498,1.679691,1.178669,-0.971494,1.679687
1.6250,1.179472,-0.972310,1.680285,1.179468,-0.972307,1.680281
1.6300,1.180255,-0.973107,1.680877,1.180251,-0.973103,1.680873
1.6350,1.181023,-0.973888,1.681467,1.181019,-0.973884,1.681463
1.6400,1.181775,-0.974653,1.682054,1.181771,-0.974650,1.682050
1.6450,1.182512,-0.975403,1.682639,1.182508,-0.975400,1.682635
1.6500,1.183233,-0.976137,1.683222,1.183229,-0.976134,1.683218
1.6550,1.183939,-0.976857,1.683803,1.183935,-0.976853,1.683799
1.6600,1.184630,-0.977560,1.684381,1.184626,-0.977557,1.684377
1.6650,1.185305,-0.978249,1.684958,1.185301,-0.978245,1.684954
1.6700,1.185966,-0.978922,1.685532,1.185962,-0.978919,1.685528
1.6750,1.186611,-0.979580,1.686104,1.186607,-0.979577,1.686100
1.6800,1.187242,-0.980224,1.686674,1.187238,-0.980220,1.686670
1.6850,1.187858,-0.980852,1.687242,1.187854,-0.980849,1.687238
1.6900,1.188459,-0.981465,1.687808,1.188455,-0.981462,1.687804
1.6950,1.189045,-0.982064,1.688372,1.189041,-0.982060,1.688367
1.7000,1.189617,-0.982648,1.688934,1.189613,-0.982644,1.688929
1.7050,1.190174,-0.983217,1.689493,1.190170,-0.983213,1.689489
1.7100,1.190717,-0.983771,1.690051,1.190713,-0.983768,1.690046
1.7150,1.191245,-0.984311,1.690606,1.191241,-0.984308,1.690601
1.7200,1.191759,-0.984837,1.691160,1.191755,-0.984833,1.691155
1.7250,1.192259,-0.985348,1.691711,1.192255,-0.985344,1.691706
1.7300,1.192745,-0.985845,1.692260,1.192741,-0.985841,1.692256
1.7350,1.193217,-0.986327,1.692808,1.193213,-0.986323,1.692803
1.7400,1.193675,-0.986795,1.693353,1.193670,-0.986792,1.693348
1.7450,1.194119,-0.987249,1.693897,1.194114,-0.987246,1.693892
1.7500,1.194549,-0.987689,1.694438,1.194544,-0.987686,1.694433
1.7550,1.194965,-0.988115,1.694978,1.194960,-0.988111,1.694973
1.7600,1.195368,-0.988527,1.695515,1.195363,-0.988523,1.695510
1.7650,1.195757,-0.988925,1.696051,1.195752,-0.988921,1.696046
1.7700,1.196132,-0.989309,1.696584,1.196127,-0.989306,1.696580
1.7750,1.196494,-0.989680,1.697116,1.196489,-0.989676,1.697111
1.7800,1.196842,-0.990036,1.697646,1.196838,-0.990033,1.697641
1.7850,1.197178,-0.990380,1.698174,1.197173,-0.990376,1.698169
1.7900,1.197500,-0.990709,1.698700,1.197495,-0.990705,1.698695
