t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.1050,-0.166686,-0.229998,1.561124,-0.166686,-0.229998,1.561124
1.1100,-0.166226,-0.232088,1.560871,-0.166226,-0.232088,1.560871
1.1150,-0.165744,-0.234185,1.560609,-0.165744,-0.234185,1.560609
1.1200,-0.165242,-0.236288,1.560339,-0.165242,-0.236288,1.560339
1.1250,-0.164721,-0.238398,1.560060,-0.164721,-0.238398,1.560060
1.1300,-0.164179,-0.240516,1.559771,-0.164179,-0.240516,1.559771
1.1350,-0.163619,-0.242641,1.559474,-0.163619,-0.242640,1.559474
1.1400,-0.163039,-0.244774,1.559168,-0.163039,-0.244774,1.559168
1.1450,-0.162442,-0.246915,1.558853,-0.162442,-0.246915,1.558853
1.1500,-0.161826,-0.249066,1.558529,-0.161826,-0.249066,1.558529
1.1550,-0.161193,-0.251226,1.558196,-0.161193,-0.251226,1.558196
1.1600,-0.160542,-0.253395,1.557854,-0.160542,-0.253395,1.557854
1.1650,-0.159874,-0.255574,1.557504,-0.159874,-0.255574,1.557504
1.1700,-0.159189,-0.257763,1.557144,-0.159189,-0.257763,1.557144
1.1750,-0.158487,-0.259963,1.556776,-0.158487,-0.259963,1.556776
1.1800,-0.157768,-0.262172,1.556399,-0.157768,-0.262172,1.556399
1.1850,-0.157033,-0.264392,1.556014,-0.157033,-0.264391,1.556014
1.1900,-0.156282,-0.266621,1.555620,-0.156282,-0.266621,1.555620
1.1950,-0.155514,-0.268861,1.555218,-0.155514,-0.268861,1.555218
1.2000,-0.154731,-0.271110,1.554808,-0.154730,-0.271110,1.554808
1.2050,-0.153930,-0.273369,1.554389,-0.153930,-0.273369,1.554389
1.2100,-0.153114,-0.275637,1.553962,-0.153114,-0.275637,1.553962
1.2150,-0.152282,-0.277913,1.553527,-0.152282,-0.277913,1.553527
1.2200,-0.151434,-0.280199,1.553085,-0.151434,-0.280199,1.553085
1.2250,-0.150569,-0.282492,1.552634,-0.150569,-0.282492,1.552634
1.2300,-0.149689,-0.284794,1.552175,-0.149689,-0.284794,1.552175
1.2350,-0.148792,-0.287102,1.551709,-0.148792,-0.287102,1.551709
1.2400,-0.147880,-0.289418,1.551235,-0.147880,-0.289418,1.551235
1.2450,-0.146952,-0.291740,1.550753,-0.146952,-0.291740,1.550753
1.2500,-0.146008,-0.294068,1.550264,-0.146008,-0.294068,1.550264
1.2550,-0.145048,-0.296401,1.549767,-0.145048,-0.296401,1.549767
1.2600,-0.144073,-0.298740,1.549263,-0.144073,-0.298740,1.549263
1.2650,-0.143082,-0.301083,1.548752,-0.143082,-0.301083,1.548752
1.2700,-0.142076,-0.303431,1.548233,-0.142076,-0.303431,1.548233
1.2750,-0.141054,-0.305783,1.547707,-0.141054,-0.305783,1.547707
1.2800,-0.140018,-0.308139,1.547174,-0.140018,-0.308139,1.547174
1.2850,-0.138966,-0.310499,1.546634,-0.138966,-0.310499,1.546634
1.2900,-0.137900,-0.312863,1.546087,-0.137900,-0.312863,1.546087
1.2950,-0.136820,-0.315229,1.545533,-0.136820,-0.315229,1.545533
1.3000,-0.135725,-0.317599,1.544973,-0.135725,-0.317599,1.544973
1.3050,-0.134616,-0.319973,1.544406,-0.134616,-0.319973,1.544406
1.3100,-0.133494,-0.322349,1.543832,-0.133494,-0.322349,1.543832
1.3150,-0.132358,-0.324729,1.543252,-0.132358,-0.324729,1.543252
1.3200,-0.131209,-0.327112,1.542665,-0.131209,-0.327112,1.542665
1.3250,-0.130048,-0.329499,1.542073,-0.130048,-0.329499,1.542073
1.3300,-0.128874,-0.331889,1.541474,-0.128874,-0.331889,1.541474
1.3350,-0.127687,-0.334283,1.540868,-0.127687,-0.334283,1.540868
1.3400,-0.126489,-0.336681,1.540257,-0.126489,-0.336681,1.540257
1.3450,-0.125279,-0.339083,1.539639,-0.125279,-0.339083,1.539639
1.3500,-0.124058,-0.341490,1.539015,-0.124058,-0.341490,1.539015
1.3550,-0.122826,-0.343900,1.538385,-0.122826,-0.343900,1.538385
1.3600,-0.121583,-0.346316,1.537749,-0.121583,-0.346316,1.537749
1.3650,-0.120330,-0.348736,1.537107,-0.120330,-0.348736,1.537107
1.3700,-0.119066,-0.351161,1.536460,-0.119066,-0.351161,1.536460
1.3750,-0.117793,-0.353592,1.535806,-0.117793,-0.353592,1.535806
1.3800,-0.116509,-0.356027,1.535146,-0.116509,-0.356027,1.535146
1.3850,-0.115216,-0.358468,1.534481,-0.115216,-0.358468,1.534481
1.3900,-0.113914,-0.360915,1.533809,-0.113914,-0.360915,1.533809
1.3950,-0.112602,-0.363367,1.533132,-0.112602,-0.363367,1.533132
1.4000,-0.111281,-0.365824,1.532450,-0.111281,-0.365824,1.532450
1.4050,-0.109951,-0.368287,1.531762,-0.109951,-0.368287,1.531762
1.4100,-0.108612,-0.370756,1.531068,-0.108612,-0.370756,1.531068
1.4150,-0.107264,-0.373230,1.530369,-0.107264,-0.373230,1.530369
1.4200,-0.105908,-0.375709,1.529665,-0.105908,-0.375709,1.529665
1.4250,-0.104543,-0.378194,1.528955,-0.104543,-0.378194,1.528955
1.4300,-0.103170,-0.380683,1.528240,-0.103170,-0.380683,1.528240
1.4350,-0.101787,-0.383177,1.527520,-0.101787,-0.383177,1.527520
1.4400,-0.100397,-0.385677,1.526795,-0.100397,-0.385677,1.526795
1.4450,-0.098998,-0.388180,1.526064,-0.098998,-0.388180,1.526064
1.4500,-0.097591,-0.390688,1.525329,-0.097591,-0.390688,1.525329
1.4550,-0.096175,-0.393200,1.524589,-0.096175,-0.393200,1.524589
1.4600,-0.094751,-0.395716,1.523843,-0.094751,-0.395716,1.523843
1.4650,-0.093319,-0.398235,1.523093,-0.093319,-0.398235,1.523093
1.4700,-0.091879,-0.400758,1.522339,-0.091879,-0.400757,1.522339
1.4750,-0.090431,-0.403283,1.521579,-0.090430,-0.403283,1.521579
1.4800,-0.088974,-0.405812,1.520815,-0.088974,-0.405812,1.520815
1.4850,-0.087510,-0.408343,1.520046,-0.087510,-0.408343,1.520046
1.4900,-0.086038,-0.410877,1.519273,-0.086038,-0.410877,1.519273
1.4950,-0.084558,-0.413413,1.518495,-0.084558,-0.413413,1.518495
1.5000,-0.083071,-0.415951,1.517713,-0.083071,-0.415951,1.517713
1.5050,-0.081576,-0.418492,1.516927,-0.081576,-0.418492,1.516927
1.5100,-0.080073,-0.421034,1.516136,-0.080073,-0.421034,1.516136
1.5150,-0.078564,-0.423578,1.515341,-0.078564,-0.423578,1.515341
1.5200,-0.077047,-0.426124,1.514542,-0.077047,-0.426124,1.514542
1.5250,-0.075524,-0.428671,1.513739,-0.075524,-0.428671,1.513739
1.5300,-0.073993,-0.431221,1.512932,-0.073993,-0.431220,1.512932
1.5350,-0.072456,-0.433771,1.512121,-0.072456,-0.433771,1.512121
1.5400,-0.070913,-0.436324,1.511306,-0.070913,-0.436324,1.511306
1.5450,-0.069364,-0.438878,1.510487,-0.069364,-0.438878,1.510487
1.5500,-0.067808,-0.441434,1.509665,-0.067808,-0.441434,1.509665
1.5550,-0.066246,-0.443991,1.508838,-0.066246,-0.443991,1.508838
1.5600,-0.064679,-0.446551,1.508008,-0.064679,-0.446551,1.508008
1.5650,-0.063107,-0.449112,1.507174,-0.063107,-0.449112,1.507174
1.5700,-0.061529,-0.451676,1.506337,-0.061529,-0.451676,1.506337
1.5750,-0.059945,-0.454241,1.505495,-0.059945,-0.454241,1.505495
1.5800,-0.058357,-0.456809,1.504651,-0.058357,-0.456809,1.504651
