t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.6900,0.613356,0.204989,1.656871,0.613413,0.204985,1.656864
1.6950,0.612298,0.207535,1.658748,0.612355,0.207532,1.658742
1.7000,0.611239,0.210085,1.660628,0.611296,0.210081,1.660622
1.7050,0.610178,0.212638,1.662511,0.610236,0.212634,1.662504
1.7100,0.609116,0.215193,1.664395,0.609174,0.215189,1.664389
1.7150,0.608053,0.217751,1.666282,0.608111,0.217747,1.666276
1.7200,0.606989,0.220311,1.668171,0.607047,0.220307,1.668165
1.7250,0.605923,0.222874,1.670063,0.605982,0.222870,1.670056
1.7300,0.604857,0.225440,1.671956,0.604917,0.225436,1.671950
1.7350,0.603790,0.228008,1.673852,0.603850,0.228004,1.673845
1.7400,0.602722,0.230578,1.675749,0.602783,0.230575,1.675743
1.7450,0.601654,0.233151,1.677649,0.601715,0.233147,1.677642
1.7500,0.600585,0.235726,1.679550,0.600646,0.235723,1.679544
1.7550,0.599516,0.238304,1.681454,0.599577,0.238300,1.681447
1.7600,0.598446,0.240884,1.683359,0.598507,0.240880,1.683353
1.7650,0.597375,0.243465,1.685267,0.597437,0.243462,1.685260
1.7700,0.596305,0.246049,1.687176,0.596367,0.246046,1.687169
1.7750,0.595234,0.248636,1.689087,0.595297,0.248632,1.689080
1.7800,0.594163,0.251224,1.690999,0.594227,0.251220,1.690993
1.7850,0.593093,0.253814,1.692914,0.593156,0.253810,1.692907
1.7900,0.592022,0.256406,1.694830,0.592086,0.256402,1.694823
1.7950,0.590951,0.259000,1.696747,0.591016,0.258996,1.696741
1.8000,0.589881,0.261596,1.698666,0.589945,0.261592,1.698660
1.8050,0.588810,0.264193,1.700587,0.588876,0.264190,1.700581
1.8100,0.587740,0.266793,1.702509,0.587806,0.266789,1.702503
1.8150,0.586671,0.269394,1.704433,0.586737,0.269390,1.704427
1.8200,0.585602,0.271997,1.706358,0.585668,0.271993,1.706352
1.8250,0.584533,0.274601,1.708285,0.584600,0.274598,1.708278
1.8300,0.583466,0.277207,1.710212,0.583533,0.277204,1.710206
1.8350,0.582398,0.279815,1.712141,0.582466,0.279811,1.712135
1.8400,0.581332,0.282424,1.714072,0.581400,0.282421,1.714065
1.8450,0.580266,0.285035,1.716003,0.580334,0.285031,1.715997
1.8500,0.579201,0.287647,1.717936,0.579270,0.287643,1.717930
1.8550,0.578137,0.290260,1.719870,0.578206,0.290257,1.719864
1.8600,0.577074,0.292875,1.721805,0.577144,0.292872,1.721799
1.8650,0.576012,0.295491,1.723741,0.576082,0.295488,1.723735
1.8700,0.574951,0.298109,1.725678,0.575022,0.298105,1.725672
1.8750,0.573892,0.300727,1.727616,0.573963,0.300724,1.727610
1.8800,0.572833,0.303347,1.729555,0.572905,0.303344,1.729548
1.8850,0.571776,0.305968,1.731494,0.571848,0.305965,1.731488
1.8900,0.570720,0.308590,1.733435,0.570793,0.308587,1.733429
1.8950,0.569666,0.311214,1.735377,0.569739,0.311210,1.735370
1.9000,0.568613,0.313838,1.737319,0.568686,0.313834,1.737313
1.9050,0.567562,0.316463,1.739262,0.567635,0.316460,1.739256
1.9100,0.566512,0.319089,1.741205,0.566586,0.319086,1.741199
1.9150,0.565464,0.321717,1.743150,0.565538,0.321713,1.743143
