t,rs_x,rs_y,rs_z,py_x,py_y,py_z
1.7500,1.544168,-0.277844,1.956131,1.544167,-0.277844,1.956131
1.7550,1.542532,-0.275626,1.954867,1.542532,-0.275626,1.954867
1.7600,1.540875,-0.273406,1.953595,1.540874,-0.273406,1.953595
1.7650,1.539195,-0.271185,1.952316,1.539195,-0.271185,1.952316
1.7700,1.537494,-0.268963,1.951030,1.537493,-0.268962,1.951030
1.7750,1.535771,-0.266739,1.949736,1.535770,-0.266739,1.949736
1.7800,1.534027,-0.264514,1.948436,1.534026,-0.264514,1.948436
1.7850,1.532261,-0.262288,1.947129,1.532261,-0.262287,1.947129
1.7900,1.530475,-0.260061,1.945815,1.530475,-0.260060,1.945815
1.7950,1.528669,-0.257833,1.944493,1.528669,-0.257833,1.944493
1.8000,1.526842,-0.255604,1.943165,1.526842,-0.255604,1.943165
1.8050,1.524995,-0.253375,1.941830,1.524994,-0.253375,1.941830
1.8100,1.523128,-0.251145,1.940488,1.523127,-0.251145,1.940488
1.8150,1.521241,-0.248915,1.939140,1.521241,-0.248915,1.939140
1.8200,1.519335,-0.246684,1.937784,1.519334,-0.246684,1.937784
1.8250,1.517409,-0.244453,1.936422,1.517409,-0.244453,1.936422
1.8300,1.515464,-0.242223,1.935053,1.515464,-0.242222,1.935053
1.8350,1.513501,-0.239992,1.933678,1.513500,-0.239992,1.933678
1.8400,1.511518,-0.237761,1.932296,1.511518,-0.237761,1.932296
1.8450,1.509518,-0.235530,1.930907,1.509518,-0.235530,1.930907
1.8500,1.507499,-0.233300,1.929512,1.507499,-0.233300,1.929512
1.8550,1.505462,-0.231070,1.928111,1.505462,-0.231070,1.928111
